Question,Answer
Wouldn't you think it would be HHS?,"Well, when they had, when Warp Speed had to present its declassify, its organizational charts to show to the FDA committee called Virbac, when they demanded it. And Warp Speed went in and showed me organizational chart charts. The agency running Warp Speed and pandemic response was not HHS. It was NSA, the National Security Agency. Aval Haynes is the director of National Intelligence. So she was running Operation Warp Speed and who was manufacturing. It wasn't Pfizer Moderna. It was 140 military contractors who had lines ready. And you say, you know, and then, you know, all of this clamped down on civil rights that we saw, the censorship, the closing of the churches, the, you know, that the closing of the right to assemble the banning of jury trials against pharmaceutical companies, they crushed the Seventh Amendment, the First Amendment. They closed down 3.3 million businesses with no due process, no just compensation. They obliterated the Fourth Amendment right to, you know, to against warrantless searches and seizures with all these intrusive, you know, you get to show your medical records to go and get out of your house or to get into a public building."
What's Roberts saying?,"If anything. Well, look, I mean, there's obviously a lot of things I could say. By the way, I was on the executive team at Monsanto for a couple of years. So, you know, I, one thing I will say is I sat at the table facing the EPA and the USDA and certainly didn't feel like a very cozy relationship in at least what I saw in the few years I was there. It was, it did feel like a very kind of independent regulatory and challenging, frankly, regulatory process that Monsanto had to manage and deal with and go through and releasing new products. You know, I don't think that this notion that there were kind of embedded parties that did our whims and wishes really plays true, at least from my experience sitting there. And I'm not a longtime Monsanto executive. I built a software company, sold it to Monsanto and sat on the exact team for a few years after the acquisition. But I guess the more kind of, I think bigger framing question for you, Robert, is really around vaccines in general."
"I think your commentary around the COVID response and, you know, the influencing forces there didn't start with COVID, right?","I mean, you've been a kind of, you know, outspoken voice on vaccines in general for some time."
Is that a fair statement?,"Because I think that that's part of the media narrative around your history and legacy, is that you have been kind of outspoken on vaccines and the, you know, the risks and the effects that you consider to be kind of, I don't know if it's implied or explicit with respect to the use and wide adoption of vaccines over time. Maybe you could share a little bit about your broader perspective in the years leading up to COVID and how that then kind of informed your point of view specifically on COVID. My objective is not to vaccinate, I'm not anti-vaccine. I'm fully vaccinated. My kids were fully vaccinated. I wish at this point that I had not done that because I know enough about them now. But my principle objective is that vaccines, the childhood vaccines are immune from pre-licensing safety testing. Of the 72, when I was a kid, I got three vaccines. My children got 72 doses of 16 vaccines. And the vaccines are the one medical product that does not have to go through placebo-controlled trials where you test an exposed versus unexplosed population prior to licensure. And there's a number of historical reasons for that that come out of the kind of military beginnings. The vaccines were regarded as national security defense against biological attacks on our countries. And they wanted to make sure if the Russians attacked us with anthrax or some other biological agent, they could quickly formulate and deploy a vaccine to 200 million Americans with no regulatory impediments. So they called them biologics rather than medicines and exempted biologics from pre-licensing safety trial. I've litigated on the issue. Not one of them has ever been tested pre-licensure against. So nobody knows what the, you know, you can say that the vaccine is effective against the target disease, but you can't say that it's not causing worse problems. Now, I'll just summarize this story. In the vaccine schedule exploded in 1986, the vaccine industry succeeded in getting Ronald Reagan to sign a law. And my uncle was also, you know, a group that was pressured by Wyeth, which was losing $20 in downstream liabilities on every vaccine it made because of losses for every dollar that it made. And they, and they went to Reagan and said, we're going to get out of the vaccine business and you're going to be left without a vaccine supply unless you give us full immunity from liability. And Reagan reluctantly signed that. And so today, no matter how negligent the company, no matter how grievous your injury, no matter how reckless their conduct, you cannot sue them. That caused a gold rush because now you've got a product that there's no downstream liability. You're immune from that. There's no upstream safety testing. So that's a $250 million saving. And there's no marketing or advertising cause because the federal government's going to mandate this product to 76 million American children, whether they like it or not. And there's no better product in the world. And so there was a gold rush. And instead of three vaccines, we quickly ended up with 72. And now we're going to, you know, toward 80 right now. And there's no ended site. And a lot of those vaccines were unnecessary. They're not even for casual disease cause disease. Here's what happened in night beginning in 1989. We experienced a chronic disease epidemic in this country. It is unlike anything in history. We went from having 6% of Americans affected by chronic disease to 54% by 2006."
And what do I mean by chronic disease?,"I mean neurological disease that I never saw when I was a kid. ADD, ADHD, special A language, late ticks, Tourette syndrome, ASD, autism, narkalapsy, all of these suddenly appeared. Autism rates went from one in 10,000 to one in every 34. 1989 was the year this began. Allergic disease, peanut allergies suddenly appeared. Food allergies, eczema suddenly appeared. Antifelaxis and asthma, you know, which had been around, but it exploded. And then autoimmune diseases like rheumatoid arthritis and juvenile diabetes. I never knew it. Okay, I had 11 siblings, about 70 cousins. I never knew anybody with any of these diseases."
"And suddenly, why do five of my kids have allergies?","So, so then if you look at the manufacturer's inserts for those 72 vaccines, there's 420 diseases that have been associated with the vaccines that are listed, including every one of those diseases that went epidemic in 1989. And this is the country which is the most heavily vaccinated, and this was happening here unlike any other country in the world. And so we have this, you know, and, and, you know, it's good for the pharma. This pharma now makes 60 billion on the vaccines. When I was a kid, they were making 250 million. Now they make 60 billion a year plus 100 billion from COVID vaccine."
"I'm just asking Friedberg, who's our resident scientist here, do you believe this?","You know, explicitly as a scientist, I'm curious. I don't think there's direct evidence supporting that relationship. I think that there's a lot of environmental factors that have been driving changes in you know, the rate of problems with autoimmunity. It relates to our food products, our food system. It relates to environmental chemistry like Robert has talked about. Generally, I think there's a lot of environmental conditioning that's caused this rise in problems in human health."
Can I interrupt for a second?,"Because I don't think it's solely the vaccines. Our children today are swimming around in a toxic zoo, but there's a timeline. And actually, a toxicologist that I've used in many of my lawsuits, probably the most famous in the country, Phil Landrigan, looked at the timeline of the explosion of all these chronic diseases. And he said, there's only a finite number of things that have caused it. You know, one is like to say things that became ubiquitous against it in every demographic, beginning around 1993, 1989. One of them is Glyphosate neonicotoid, a pesticide PFOA cell phones, ultrasound, and he made the whole list. And so it's a finite number. And the question is, and vaccines are part of that. And you know, it is suspicious because the vaccines list all of these side effects. Now, I've put together books. You know, one of my books on this subject, on connecting these, has 1400 references and 400 studies digested. So the science out there is pretty clear. But NIH refused to study these things because it knows that whatever, wherever they follow the dots, it's going to end up with a big shot. And so they simply have to stop studying them and they've turned themselves into an incubator for pharmaceutical products and they don't do this kind of basic research. I want to just give you guys one example. The most common vaccine in the world is called the DTP vaccine, diphtheria tetanus and pertussis. We gave it in this country and beginning around 79, it was killing or causing severe brain injury and one out of every 300 kids who got it. UCLA study funded by NIH that found it. So they got rid of it. That's what caused all the lawsuits and eventually precipitated the passage of the vaccine. We stopped it here. They stopped in Europe, but Bill Gates and WHO are still giving it to 161 million African children every year. It's the most popular vaccine on earth. Bill Gates says publicly it saved 30 million lives. He went to the Danish government and said, we've saved 30 million lives."
Will you support this program?,"In 2017, the Danish said, show me the study that shows that it saved all those lives. He couldn't do it. So they went down and they conducted a study in West Africa where the Danes operate all these health clinics and they looked at 30 years of data. And as it turned out in a nation called Guinea-Bissau, half the kids in that country at the age of two months had received the vaccine and half had not. It was a perfect natural experiment and they looked at 30 years of data and what they found was that the kids who received the vaccine were not dying of diphtheria, tendis and pertussis, but girls who received the vaccine were dying at 10 times the rate of unvaccinated girls. And they were not dying of anything ever, anybody ever associated with the vaccine. They were dying of Dibb, of Bilharzia, malaria, anemia, minor cuts in scrapes and mainly pulmonary respiratory disease and pneumonia. And what the researchers concluded, and this was a study funded by the Danish government and Novo Nordisk, which is a vaccine company, and the scientists were all pro-vaccine."
"They said, is this vaccine is killing more people than the disease ever were?",Nobody knew it because nobody associated the people who were dying because they were dying of all these different things.
How were only the unvaccinated kids?,"So the vaccine had saved them from diphtheria, tendis and pertussis, but it had ruined their immune system so that they could not defend themselves against other diseases. And that's the danger of not having placebo-controlled trials prior to introducing the product, particularly when you're going to mandate a product for healthy people. Let's, with our remaining time here, move on to energy. You and the environment, you've got an incredible track record. I remember growing up in New York, the amazing work you did for the watershed project, and I'll let you expand upon that in a moment. But the only confounding thing I found in your position, and I'm curious if it's changed or not, is that you spent decades trying to close the Indian Point nuclear power plant in a time when clearly nuclear power has gotten safer and is clearly, I think the world believes, and certainly everybody who's on this panel believes, nuclear is a key point in the transition to renewables."
"So what is your actual position, explain it to us as basically as you can on nuclear power and do you regret, or have you rethought your position on Indian Point?","No, I mean, Indian Point is a leaking tritium and it nods every day. I don't see how you can say it's safe and, you know, they still haven't figured out what to do with the waste. They're now storing it, you know, it's 18 miles from Midtown Manhattan. If they, you know, the shack where they were storing the fuel rods had the structural integrity of a Kmart, a terrorist attack against it would, you know, would basically render New York uninhabited for the next 5,000 years or so. So to have, to put something that risky so close to 10 million people doesn't make any sense. Now, nuclear power, I'm all for it if they can ever make it safe or if they ever make it economical. And it's not me saying it's unsafe, it's the insurance industry. They can't get an insurance policy. If they can't get an insurance policy, then I would say I don't want it. But the nuclear, American nuclear industry, I mean, you go look at what Fukushima, they're poisoning the Pacific every day with huge amounts of really deadly radiation and they, and now their only solution to it is to suck the water out of the groundwater and store it in these big tanks. And if you just go on the internet and look at a picture of the Fukushima water tanks and they go on to the horizon and there's no end to it."
"Robert, can I just make a point?","The thing with nuclear that's worth separating is it's not the fundamental technology there that's broken in either example that you use, but it's the profit and motive that caused both the industrial engineering of both plants to be subpar. Because Fukushima, for example, was engineered not to the seismic levels that you really needed. Or elevation. Even concealing all that. Here's what I would say is that in our country, there's not, nuclear is regarded as so dangerous that they can't get an insurance. So the industry had to go to Congress in a sleazy legislative maneuver in the middle of the night and get the Price Anderson Act passed so that to shift their accident burden onto the American public. So if their plant goes up and I was 10 miles from that plant, then I'm going to have to pay for it. So I don't think that's free market capitalism. I believe in free markets and I can tell you this. There is no public utility on the face of the earth that will build one of those plants without massive public subsidies. Not one. Nobody will ever do it. And then they have to store the waste for the next 30,000 years, which is five times the length of recorded human history. And if you tell me how that, you know, if they had to amortize that rate up front, there's no way anybody do it. Number two or three or four, whatever I've gotten to, it costs now between nine and 16 billion dollars to build a nuclear power plant. Just the construction costs. And then you've got to get the technicians and then you've got to get, you know, the waste disposal and the regular outages and all of this. There's no way that it could compete in a free market. I believe in free market capitalism. I am a radical free marketeer. I believe that our energy system should reflect the marketplace. And the right now you can build a solar plant for a billion dollars a gigawatt. You can build a wind plant for 1.2 billion dollars a gigawatt. A coal plant will cost you about three and a half billion dollars a gigawatt. And then you have to pay for the fuel cutting down the mountains of West Virginia, poisoning 22,000 miles of streams, burning, you know, putting mercury that gets into every freshwater fish in America, sterilizing the lakes of the Appalachians. If they had to internalize that cause, coal, which says that, you know, it's for nuke, which says it's too cheap to meter, it turns out it's the most expensive way to boil a pot of water that's ever been devised. I'm just trying to make the point that if you look at the levelized cost of energy now, what you're saying is exactly why solar and wind are winning. It's just so much cleaner. It makes so much more sense. There's no fuel cause. And if the impediment is distribution, is that we don't have a grid system that can effectively, you know, orchestrate a variable power. And that's what we... Let me provide a counter that maybe it's not about distribution, but it's about scaling production capacity. So, you know, if you look over nearly any historical timescale since we've had industrial energy production on earth, for every 1% increase in GDP per capita, you see a roughly 1.2% increase in energy consumption per capita. And so if you forecast out by the end of the century, the GDP per capita estimates in the US and around the world, we need to increase global energy production by roughly, you know, anywhere from 5 to 10x. And, you know, the current system of pulling carbon out of the ground and burning it up and pulling heat energy out of it doesn't scale, doesn't make sense, obviously, put aside the carbon effect problem. And there appears to be, you know, a reasonable chance of a pretty serious material shortage for renewable sources by the middle of next decade."
And do you think that they scale fast enough to kind of allow us to have our economy grow in the way that it needs to to support the population demands over the next century?,"I mean, I'm agnostic about the energy shortage. And I think you need to, you know, you have to be eclectic about it. And a lot of them are, you know, make sense locally. But we, I mean, we have enough energy, we have enough wind energy in North Dakota. North Dakota is the windiest place on earth outside of the Arctic. North Dakota, Montana and Texas, we have enough wind energy to produce five times the amount of our entire grid. The problem is the North Dakota wind farmer cannot get his product to market because it dissipates in a, you know, we have an an antiquated grid system that simply will not efficiently move electrons across country. And we need a DC grid system that, you know, with off ramps in the big cities, etc. that can do that in North Dakota. If you have an acre of farmland, it's worth about 300 bucks. If you put a wind turbine on it, it's worth about 3200 bucks. So every farmer in North Dakota wants to put wind turbines in their cornfields. And the problem is they cannot get that energy to market. That is the only choke point. And if we, and the same is true, you know, in, in, in, you know, we have great solar power in this country. We have, you know, we have an abundance of renewable energy in this country. And the problem is the incumbents were, were, were operating on rules, under rules that were written by the incumbents to reward the dirtiest, filthiest, most poisonous, most toxic fields from hell rather than the cheap, clean, green, wholesome fields from heaven. And we ought to reverse that and make it, make them all compare. It seems like technology and economics have reversed that in a way. Yeah. One last question on this."
"So as president, would you support initiatives that could advance and allow approval of safe nuclear fission production systems to be built here in the US?","Well, I will, like, like I say, I support Nuke and new technologies of Nuke that are safe, you know, where they, but, but as long as they can compete in a marketplace, you show me, and by the way, I think we should be doing science even when there's no, you know, economic end to it. So we should be looking at this stuff. But I would not promote Nuke if it's not competitive in the marketplace. And it's, you know, and, and that means, you know, cleaning up your mess after yourself, which, you know, is a lesson we were all supposed to have learned in kindergarten. They have to show us what they're going to do with the ways how they're going to internalize their costs, rather than what they're doing now, which is to externalize their costs and internalize their profits. Okay, we have covered a lot of territory. And I hate to get to controversial ones, like culture wars, but it's going to come up in the presidential election. I personally don't think this is what's important in the presidential election. I think the fiscal stuff, the energy stuff, the, the wars and political stuff we've discussed today are much more important. But I'm curious your take on the issues around Disney, DeSantis, trans, and this cohort of issues which have become an obsession, it seems, between certain members or certain political parties or both parties, the media, and certainly it's taken over a lot of discussions amongst the generation on social media."
Do you think they should be able to play on a female basketball team and change with a bunch of 15-year-old girls in a high school locker room?,"I've already said, first of all, I want to say this. I think that people, I believe in bodily autonomy and that people's choices about what they want to do with their body should be respected and people should not be ashamed. I do not believe that somebody who was born a biological man should be able to compete later on in life, whatever choice they've made on a woman's team. I have a niece who is playing softball at BC. She has devoted her entire life to getting that scholarship and it's consumed her. And I've watched, during my lifetime, women's sports go from essentially non-existent to equitable mainly with men's sports. And I think that's important. And I don't think that women should lose ground in any way. So I would, I've said, I don't believe that that's the right thing, but I think everybody should be respected. Let me ask a question then about parents who are struggling with this issue."
So at what age should you be able to have gender surgery?,"Because this is going to come up multiple times in this debate. I think adults ought to have that choice. I don't think a child should have that choice, except with, you know, certainly not without parental permission. And I really don't, you know, I know that the, you know, it's a, and let's start by saying this, this is a difficult issue. And it's an issue that we should not be judging people on and we should not be hating people about. We should be trying to solve people's problems and give people as much leeway as possible to, and as much respect, as much leeway to exercise their choices and much respect to those choices we possibly can. Within that framework, I don't believe that it's, that a child without their parental permission should be allowed to choose that kind of surgery because."
Should a 15 year old be able to be?,"That's a very difficult question. I don't feel like I'm equipped to answer it. I'm not going to, you know, interfere. Yeah, I think this panel agrees with you that this is a very difficult issue and, you know, people should be, you know."
What do you think about things like critical race theory?,And maybe we can just use that as a way to just talk about the state of U.S. education in general.
"And what is the task at hand maybe in your eyes and how does it need to change, if at all?","Now, you know, I think critical race theory, as much as I understand it, is, you know, though, listen, we should not be hiding from people. We should be honest people about the history in this country of genocide, of racism and those things. So, you know, we need to be honest about that with each other. Not to shame people, not to make people, people feel badly, not to make people feel guilty, but to understand the milestones that we never want to go near again and to move forward with those things. I, you know, in turn, I don't really understand the battle over critical race theory in schools, but to the extent, if somebody would say that this has to, that that theme has to dominate all historical teaching, I would be against that. I think it's very, very important, you know, America, our country has done wonderful things in the world. We have a history of idealism, we have a history of moral authority and leadership, and we have a history of doing bad things too. But I think for children, for the sake of international unity, for the sake of, you know, for, we need to instill children, listen, a sense of optimism and hope and love and also love of history. I mean, I grew up learning history and learning, you know, kind of the heroic aspects of history, which I now understand are not the only parts of history, but it's really important for children to have role models to look up to and to have an optimistic view of our country and to have, to understand what the shared values are and by values, I mean, aspirational values, you know, the things that our country is supposed to stand for when we are at our best. For example, in San Francisco, we canceled advanced placement classes because it made people feel bad."
Do you think that was a good decision in the name of equity?,"No, we should be inspiring our children towards excellence, and we should be able to, as adults, give them measures of what we mean by excellence. And, you know, that inspires kids and inspires the best out of them. And, you know, we need to, we need to have those kind of metrics. So that doesn't make any sense to me."
"But then what's your view on, for example, just educational diversity in charter schools and your just position on the teachers unions?","Yeah, I mean, my view is that we ought to be putting huge resources into public schools and making them the best schools in the world. And I think if we, you know, right now, we're making stealth bombers for a billion dollars that cannot fly in the rain. And I think if we just cut production of a couple of those, we can make all our schools the best schools in the world."
Do you believe in vouchers and parents getting to choose which school they go to?,"Because it does seem like there's not a lot of competition and that these teachers unions have a stranglehold on these schools. I have to look at that issue more. I mean, my inclination is that we should be putting resources into making our public schools the best schools in the world. But you said you believed in free markets with regard to energy."
Why not free markets in regard to education?,"Well, it has an appeal. I need to look. Okay, fair enough. Yeah, let's talk about censorship. Let's talk about the media. One of the things that happened during the COVID pandemic is that a lot of people grew suspicious of the mainstream media, even more suspicious than they already had been. It seemed like the media was curing water on certain issues. It was almost impossible for the media to take seriously the idea that the virus might have come from the Wuhan lab. For example, people who put forward that, I think reasonable explanation were called conspiracy theorists. The media didn't want to look into why, just as an example, Fauci lifted Obama's moratorium on gain of function research. Couldn't get the media to really cover whether masking toddlers in schools did anything positive."
When did you know that the vaccines didn't do what you said they're going to do?,"And I remember at Davos, you had Rebel News. It was this guerrilla media outfit that costed Burla, the CEO of Pfizer out on the street."
"And they were just asking him questions that the media is supposed to ask, like, when did you know, what did you know and when did you know it with respect to whether the vaccines prevented the spread?","And you couldn't get the New York Times or any of the mainstream analysts to cover this at all. So it fell to this guerrilla media outfit. So anyway, that's a long wind up."
Who are they sort of carrying water for and why?,"You know, in 2015, I wrote a book on thimerosal and there was a documentary that came out that time called Trace Amounts. It was a really good documentary on the mercury-based preservative that was in a lot of vaccines at that time. And it's been removed for most, except for the flu vaccine now. But I took that. I had a very close relationship with Roger Ailes, who was the founder of Fox News. I had this weird relationship because when I was 19 years old, I spent three months in a tent with him in East Africa. And we, you know, he would like, when he started Fox News, he became like Darth Vader to me and we were anathetical on every issue. But we always, he was a very funny guy and very clever. And he was also very loyal to his friends. And he would make all of the hosts of Fox News put me on. So I was the only environmentalist who was going on Hannity and Bill O'Reilly and Neil Cavuto, etc. regularly, like weekly. And he made them do that. But I went to him with this, with this, this movie and showed it to him. And he found it compelling. And he had a relative who he believed was vaccine injured, a very, very close relative. And he bought, he believed what was going on and what the documentary, you know, the thrust of the documentary was. And he said, I cannot let you talk about this on Fox News. I'm sorry. It was the first time he ever saw me this. And he said, if I let you, if any of my hosts let you on to talk about this, I would have to fire them. And he said, and if I didn't farm, I'd get a call from Rupert within 10 minutes. And he said to me at that time that 70% of the revenues for his not on network news prime time were pharmaceutical ads. And that that he said of 22 ad spaces that we sell on the network news on the evening news, 17 of those are pharmaceutical. We cannot afford to offend our biggest, our biggest funder, his advertisers. And you know, I had this interesting experience with Jake Tapper, where when I worked on my Rolling Stone article, deadly immunity, which was about this secret meeting that took place in Simpson with Georgia by CDC and all of the vaccine companies and FDA, et cetera, where they decided to hide the autism effect from the American people. And I got the transcripts from him and published in Rolling Stone. And Jake Tapper worked for 21 days with me on a on a doc on a exclusive story. And he was going to add simultaneously with Rolling Stone publishing it and Tapper the night before it went on, he called me in total distress and he said, it's been pulled by corporate. The whole thing is gone. He said, never in my career as corporate killed one of my stories. And I'm really angry. And then I called him back the next day. He's never spoken to me again. But you know, there are consequences for these newscasters who depart from the orthodoxy. And they know it. You know, if you look at Anderson Cooper, he's got a now probably a $13 million a year salary. But if you actually do the math, probably around 10 million of that comes from Pfizer, which sponsors his show. So, you know, that's he's working for them. He's not working for us. And, you know, they know who they're working for. Explosive stuff. And I can't disagree with you as having been a publisher of my whole career."
There is why even why even have pharmaceutical ads on TV?,"I mean, only doctors can prescribe them. It was illegal prior to 1997. So there's only two nations in the world that allow pharmaceutical advertising on TV. One is New Zealand and the others, the United States. We both have, you know, these huge pharmaceutical sales. So we take three to four times the amount of pharmaceutical drugs as a European takes. And we have the worst health results. We're 79th in terms of, you know, health impacts, you know, health outcomes among all nations. And so, you know, and also pharmaceutical drugs, a third biggest killer of Americans after cancer and heart attacks. So it is not helping when when they when FDA changed that rule. The AMA was against it. Like all the medical institutions said, you can't do this. It is going to destroy health in America. And but, you know, they did it. And the problem is that these that the pharmaceutical companies now know not not only can, you know, I have this platform for broadcasting their product, but they also control content on the master question. As far as I can tell, I think the left just to be blunt hates you more than the right."
And how much the party matters in this process for you?,"I don't know that they're gonna. I mean, it was kind of traumatic what happened this week to them. Not to me because I'm used to it that ABC, you know, one of their the person who describes herself as the journalist journalist and gave me a long talk when I got to ABC, that when I got to the green room that she was not somebody who would ever censor or cut and they're not working a cherry pick. Because I said to her, I don't I'm very uncomfortable doing a taped interview with you. Because I know what you guys do when I tape an interview, you cut it up, you cherry pick it, you dice it and you do and you then you play things out of context. And she said, you won't do this. See that from me, I'm a journalist, journalist, I don't take orders from anybody I do it. And then she asked me, she says, you know, in the interview, I didn't want to talk about vaccine. I'm not going around the country talking about vaccines. If you see my speeches on, I don't mention vaccines. I but if somebody asked me about vaccines, I'm going to tell the truth. I'm not looking to talk about them. I know a lot about them, but I'm not leading with that. Because I'm interested in a lot of other issues. Oh, she says, everything you've said about vaccines and autism has been debunked. And, you know, vaccines, it's clear, do not cause autism."
"And then I said, by who?","And then I went into a long diatribe where I cited the cases, the dates, the publications, and the studies that show that, yeah, obviously it caused autism. And she cut out that whole section. And then, and then so she had her question, which stated the industry talking point. And then she brackets the the news report on me with something at the beginning that says, you know, he's known to be a chronic liar and a disinformation spreader. And then in the end, she said, we had to remove things he said because they were false. The whole thing was so weird that she has gotten criticism even from the left."
And what is their whole vision about the traditional role of the American media as the guardians of free speech in the First Amendment in this country?,"You can be sure our commitment to you is to not take out one sentence of anything you said. I mean, I also found that a crazy decision for them to make. If you're, if they actually believe that what you're saying about vaccines, which they put on the table, is incorrect, or what you said about autism or COVID is incorrect, they should be trained enough to rebut it and have a thoughtful debate about you. I'll be even more blunt. My short takeaway about you, Robert, is that you are this odd person, which is born and raised by the establishment, but raising a lot of very uncomfortable questions about the establishment. And I think that that's very complicated for people to deal with. And I don't think that folks will be very supportive of you in the mainstream. And I think the reason is because it'll cause them to question all these systems that they put a lot of trust into that they work within. And so I'm not even sure whether they're trying to play gotcha journalism about vaccines or which is a much bigger thing, which is here is a guy that I do think it's very similar to Trump that says he came out of the house and told us what was happening in the house. And it actually turned out that was happening, the Dave Chappelle quote from Saturday Night Live. I think you're a very different person than him. But that comment is very much the same. I think people are attracted to the truth and the confirmatory evidence about when they think that there's frankly corruption. And when it's laid bare in plain English, I think it's validating for those on the outside because we're like, we knew it. And then for folks on the inside, they're like, we need to bury it. And I think that that's what you're going to be up against this entire election cycle. So whether it's us, whether it's Rogan, folks that'll give you the chance for you to just lay your case out for millions of people who can smartly and intelligently make up their decision, I think that's what it comes down to. So I really just want to say thank you for giving us so much time and just being as honest as you were and transparent as you were. Saks closing thoughts here with Mr. Kennedy. Yeah, I agree with that. I mean, I think that's a great reference, Jamath, to the Chappelle quote. I think that the ABC News interview was really telling because I think it's one thing if they had edited the interview for time and just cut certain things, but they didn't do that. They cut out your side of the conversation and then declared you guilty of misinformation, but not letting the audience hear what it is that you said. They simply declared you guilty of it. And I think in that case, I think this is an example of how dissenting views are labeled as misinformation as really a suppression tactic. They can't prove that it was misinformation. They didn't give you the chance to say your side of it. And I think this is a tactic now of the elite to declare certain inconvenient truths or viewpoints out of bounds. They don't want them being considered. And I think what's very interesting about your campaign is you are going to force, I think, elites in various kinds, foreign policy elites. Henderson Cooper. Political elites, media elites. Media elites. Financial elites. To consider views that, whether you agree with them or not, I think you've made them in a very articulate way. And I know enough about certain of your views, like with respect to the origins of the Ukraine war, to say, yeah, I agree with that. I believe that's true. So I don't think they can dismiss you. Today's conspiracy theories, Sacks, as we've talked about, are tomorrow's pollicers. Today's conspiracy theories are tomorrow's pollicers. Go ahead, Jamal. I really think that this is what's going to be scary as if you're, as a selection kind of rules forward. The contrast and compare on the democratic side is going to be very troublesome to the establishment. And I just encourage you to just just keep sticking to it and telling people what you think."
Can I say one last thing?,"Yes, of course. In my defense. And I want to, because this is such a great platform. What I've always said to people, if I'm promoting misinformation, which I'm constantly accused of, show me what it is. Identify, don't just say I'm an misinformation promoter. Show me the piece that you don't agree with or that I made a false statement. I would say that I have not promoted any misinformation. Unless misinformation is just a euphemism for anything that departs from government orthodoxies, every post, I have probably the most robust fact checking operation in North America, because I know these attacks are coming. So we have over 320 MD physicians, PhD scientists on my advisory board who see everything that goes out. And everything that I posted on Instagram was cited or sourced to a government-based database or peer reviewed publication. I don't want anything. And by the way, that doesn't mean I won't make a mistake at some point."
"If I made a mistake, people would point it out and you know what I would do?",I'd change it and apologize.
Change your opinion in the face of new facts?,"Exactly. If you show me facts, that's the only thing that'll change my opinion. Show me facts and I will change it so fast. But you need to show me facts. So just on the competition between you and Biden for this nomination, I want to say that the Kennedy family has been involved in public life for decades and many Kennedys have served in public life. And I honestly don't remember one time with any Kennedy who served in public life where they've been accused of receiving money from a foreign government, not once. And we're now up to 12 Bidens, I think, who've received a payment from foreign governments, potentially in this larger 100 Biden scandal."
Is that something that you think is fair game in this campaign to talk about?,"You know, I don't know enough about it, David, to be able to render judgment on it. I don't know the intricacies of those relationships. I think the optics are unfortunate. But I would leave it. I think it is fair game for people who are looking into it to criticize and question it. I'm not in the position to be able to do that. All right. On that, I would just like to say I grew up in a Catholic household, Irish Catholic, in Brooklyn, on the wall in my grandmother and grandfather's dining room. We're three people, Bobby Kennedy, Robert Kennedy, and Jesus Christ. It's been an honor to have you on the program. And thank you for giving us two hours of vibrant debate. We wish you well. And we'd like to have you on again. And perhaps if this platform allows for debates and they will not host you on the debates, we will. Here on the All In Podcast, I'll let you go. And on behalf of all the besties, thank you for giving us two hours and deeply engaging on these topics. Fantastic. Thank you. I really enjoyed it. All right. This, I think, went spectacularly well. Let's go around the horn here and get immediate reactions. Friedberg, I want to start with you because I think you, on the science issues, maybe held back a little bit and let him speak. We didn't have much of a dialogue with him. I'd we all kind of had a few opening statements, but let him kind of speak his mind. I don't know. We'll see how the episode plays with listeners. It was really him having a platform to speak his mind for the past two hours. And it's interesting. I mean, obviously, he's a candidate that's challenging the current sitting president for his own party's nomination. So, really kind of interesting moment to participate in. But we did kind of give him the platform to kind of speak his mind. I think my observation is this guy, Robert clearly has a very deep-rooted anti-establishment energy that plays through in many of his points of view. Anti-establishment kind of energy, I think manifests as both conspiracy theories, where, you know, as people have kind of classified some of his claims, which typically, you know, involves looking at, call it correlation or circumstance, but not necessarily having the causality or the tie to demonstrate or have proof of point or evidence of point. And I think that that's really where he trips me up on a couple of points personally."
Where were you like?,"I think the general statement that there are kind of, you know, embedded interests in government is a good general statement. Then you start to try and tie together different kind of correlations or circumstances and say that's evidence. It's not really, it doesn't resonate true with me as someone who likes to kind of see empirical truth kind of be demonstrated. I think some of these points around, we know that PFOAs, one of these products, one of these chemistries he talked about that's in the environment, they're very damaging to the environment. They're very damaging to human health. And there are others that he makes claims around that don't have that same level of evidence, but they all get kind of bucketed together that all this stuff is bad, that all nuclear is bad, because there is a facility that was built in the 1950s and 1960s that had some degree of bad engineering. And what some might argue isn't necessarily a major hazardous radioactive leak, but has above kind of standards of radiation leak. And therefore all nuclear is threatening. Those are the sorts of things that kind of trip me up with him. That one trip me up a little bit. Yeah, as well. The nuclear issue. The thing that matters to me, this is all just bullshit talking, rambling about social issues."
"And you know, like what the fuck are we going to do with education and wars?",None of it fucking matters if we cannot solve the debt and budget crisis problem in this country. We are running into the ground. The United States is totally Disagree with you. I know you do. And I think the U.S. is in a tight moment. Let's unpack that then. Your key issue.
And how do you think about the boundary conditions?,"And it's clear that that's not really a concrete part of his platform, nor is it, by the way, for any other candidate that I've seen so far. I agree with you. That's kind of where I sit. And it's very unpopular. Chamath, let's have your response here too. Generally, it's good to have your opinion. I just think that your opinion is an opinion. And you present it as this canonical fact. And that's what I have an issue with. I just think that's intellectually not accurate. So I respect the fact that you think that that's an issue. But I think there's a lot of smart people that would say that's not the issue that you think it is. And there are other issues."
